surrogate_setting,dataset,target_type,target_item,victim_model,method,metric,k,attack_size,value
MDHG,diginetica,popular,5418,srgnn,CREAT,recall,50,0.01,0.3527391632981695
MDHG,diginetica,popular,5418,srgnn,DPSBR,mrr,10,0.01,0.0540187292615074
MDHG,diginetica,popular,5418,srgnn,DPSBR,mrr,20,0.01,0.0608803034113658
MDHG,diginetica,popular,5418,srgnn,DPSBR,mrr,30,0.01,0.0639209414387754
MDHG,diginetica,popular,5418,srgnn,DPSBR,mrr,40,0.01,0.0657171164588163
MDHG,diginetica,popular,5418,srgnn,DPSBR,mrr,50,0.01,0.0668727839355834
MDHG,diginetica,popular,5418,srgnn,DPSBR,recall,10,0.01,0.1483781918564527
MDHG,diginetica,popular,5418,srgnn,DPSBR,recall,20,0.01,0.249449538269414
MDHG,diginetica,popular,5418,srgnn,DPSBR,recall,30,0.01,0.325528278944428
MDHG,diginetica,popular,5418,srgnn,DPSBR,recall,40,0.01,0.388543823326432
MDHG,diginetica,popular,5418,srgnn,DPSBR,recall,50,0.01,0.4407144500312202
MDHG,diginetica,popular,5418,srgnn,Poisoning-SSL,mrr,10,0.01,0.0359166824463086
MDHG,diginetica,popular,5418,srgnn,Poisoning-SSL,mrr,20,0.01,0.0380771828730375
MDHG,diginetica,popular,5418,srgnn,Poisoning-SSL,mrr,30,0.01,0.0392072282798066
MDHG,diginetica,popular,5418,srgnn,Poisoning-SSL,mrr,40,0.01,0.0399004896343688
MDHG,diginetica,popular,5418,srgnn,Poisoning-SSL,mrr,50,0.01,0.0404203288208292
MDHG,diginetica,popular,5418,srgnn,Poisoning-SSL,recall,10,0.01,0.0719379539255315
MDHG,diginetica,popular,5418,srgnn,Poisoning-SSL,recall,20,0.01,0.1036839856715633
MDHG,diginetica,popular,5418,srgnn,Poisoning-SSL,recall,30,0.01,0.1320779519537283
MDHG,diginetica,popular,5418,srgnn,Poisoning-SSL,recall,40,0.01,0.1565940385816162
MDHG,diginetica,popular,5418,srgnn,Poisoning-SSL,recall,50,0.01,0.1800420651352328
MDHG,diginetica,popular,5418,srgnn,TC-SACP-C,mrr,10,0.01,0.0575841850427773
MDHG,diginetica,popular,5418,srgnn,TC-SACP-C,mrr,20,0.01,0.0664488443852321
MDHG,diginetica,popular,5418,srgnn,TC-SACP-C,mrr,30,0.01,0.0704642599109123
MDHG,diginetica,popular,5418,srgnn,TC-SACP-C,mrr,40,0.01,0.0728648874635659
MDHG,diginetica,popular,5418,srgnn,TC-SACP-C,mrr,50,0.01,0.0742915207669274
MDHG,diginetica,popular,5418,srgnn,TC-SACP-C,recall,10,0.01,0.1704295244667915
MDHG,diginetica,popular,5418,srgnn,TC-SACP-C,recall,20,0.01,0.3004863781261296
MDHG,diginetica,popular,5418,srgnn,TC-SACP-C,recall,30,0.01,0.4006375497058727
MDHG,diginetica,popular,5418,srgnn,TC-SACP-C,recall,40,0.01,0.4851293174274541
MDHG,diginetica,popular,5418,srgnn,TC-SACP-C,recall,50,0.01,0.5495086923658352
MDHG,diginetica,popular,5418,srgnn,TC-SACP-G,mrr,10,0.01,0.045044670732337
MDHG,diginetica,popular,5418,srgnn,TC-SACP-G,mrr,20,0.01,0.0503036352217286
MDHG,diginetica,popular,5418,srgnn,TC-SACP-G,mrr,30,0.01,0.0523766658888824
MDHG,diginetica,popular,5418,srgnn,TC-SACP-G,mrr,40,0.01,0.0534847398040419
MDHG,diginetica,popular,5418,srgnn,TC-SACP-G,mrr,50,0.01,0.0541127579926014
MDHG,diginetica,popular,5418,srgnn,TC-SACP-G,recall,10,0.01,0.1199842255742876
MDHG,diginetica,popular,5418,srgnn,TC-SACP-G,recall,20,0.01,0.1971638897104735
MDHG,diginetica,popular,5418,srgnn,TC-SACP-G,recall,30,0.01,0.2486608169837983
MDHG,diginetica,popular,5418,srgnn,TC-SACP-G,recall,40,0.01,0.2873574550593184
MDHG,diginetica,popular,5418,srgnn,TC-SACP-G,recall,50,0.01,0.3157514213414834
MDHG,diginetica,popular,5418,tron,CREAT,mrr,10,0.01,0.0000620166017484365
MDHG,diginetica,popular,5418,tron,CREAT,mrr,20,0.01,0.00008605284412212828
MDHG,diginetica,popular,5418,tron,CREAT,mrr,30,0.01,0.0001088698157205
MDHG,diginetica,popular,5418,tron,CREAT,mrr,40,0.01,0.0001251982963553
MDHG,diginetica,popular,5418,tron,CREAT,mrr,50,0.01,0.0001456621398644
MDHG,diginetica,popular,5418,tron,CREAT,recall,10,0.01,0.0002793387886555
MDHG,diginetica,popular,5418,tron,CREAT,recall,20,0.01,0.0006408360445627
MDHG,diginetica,popular,5418,tron,CREAT,recall,30,0.01,0.0012159453153241
MDHG,diginetica,popular,5418,tron,CREAT,recall,40,0.01,0.0017910545860856
MDHG,diginetica,popular,5418,tron,CREAT,recall,50,0.01,0.0027276611127542
MDHG,diginetica,popular,5418,tron,DPSBR,mrr,10,0.01,0.0814097427944416
MDHG,diginetica,popular,5418,tron,DPSBR,mrr,20,0.01,0.0920940541114011
MDHG,diginetica,popular,5418,tron,DPSBR,mrr,30,0.01,0.0966963301969798
MDHG,diginetica,popular,5418,tron,DPSBR,mrr,40,0.01,0.0991807951253875
MDHG,diginetica,popular,5418,tron,DPSBR,mrr,50,0.01,0.1005572833302845
MDHG,diginetica,popular,5418,tron,DPSBR,recall,10,0.01,0.2803082585691281
MDHG,diginetica,popular,5418,tron,DPSBR,recall,20,0.01,0.4365572315882874
MDHG,diginetica,popular,5418,tron,DPSBR,recall,30,0.01,0.5516448125143777
MDHG,diginetica,popular,5418,tron,DPSBR,recall,40,0.01,0.6386670610273095
MDHG,diginetica,popular,5418,tron,DPSBR,recall,50,0.01,0.7007131354957442
MDHG,diginetica,popular,5418,tron,Poisoning-SSL,mrr,10,0.01,0.0425185847669332
MDHG,diginetica,popular,5418,tron,Poisoning-SSL,mrr,20,0.01,0.0523246455338696
MDHG,diginetica,popular,5418,tron,Poisoning-SSL,mrr,30,0.01,0.0568305574539113
MDHG,diginetica,popular,5418,tron,Poisoning-SSL,mrr,40,0.01,0.0592816806806
MDHG,diginetica,popular,5418,tron,Poisoning-SSL,mrr,50,0.01,0.06076302648079
MDHG,diginetica,popular,5418,tron,Poisoning-SSL,recall,10,0.01,0.1692135791514673
MDHG,diginetica,popular,5418,tron,Poisoning-SSL,recall,20,0.01,0.3132045088566828
MDHG,diginetica,popular,5418,tron,Poisoning-SSL,recall,30,0.01,0.425728745604522
MDHG,diginetica,popular,5418,tron,Poisoning-SSL,recall,40,0.01,0.5117486608169838
MDHG,diginetica,popular,5418,tron,Poisoning-SSL,recall,50,0.01,0.5785599263860134
MDHG,diginetica,popular,5418,tron,TC-SACP-C,mrr,10,0.01,0.0065841274014398
MDHG,diginetica,popular,5418,tron,TC-SACP-C,mrr,20,0.01,0.0090833739107235
MDHG,diginetica,popular,5418,tron,TC-SACP-C,mrr,30,0.01,0.0110201180041575
MDHG,diginetica,popular,5418,tron,TC-SACP-C,mrr,40,0.01,0.0126631466541294
MDHG,diginetica,popular,5418,tron,TC-SACP-C,mrr,50,0.01,0.0139895482659761
MDHG,diginetica,popular,5418,tron,TC-SACP-C,recall,10,0.01,0.0240888625981793
MDHG,diginetica,popular,5418,tron,TC-SACP-C,recall,20,0.01,0.0618817575339314
MDHG,diginetica,popular,5418,tron,TC-SACP-C,recall,30,0.01,0.1110946794176607
MDHG,diginetica,popular,5418,tron,TC-SACP-C,recall,40,0.01,0.1692300108449176
MDHG,diginetica,popular,5418,tron,TC-SACP-C,recall,50,0.01,0.2292549870189622
MDHG,diginetica,popular,5418,tron,TC-SACP-G,mrr,10,0.01,0.0018710938865232
MDHG,diginetica,popular,5418,tron,TC-SACP-G,mrr,20,0.01,0.0052413406633278
MDHG,diginetica,popular,5418,tron,TC-SACP-G,mrr,30,0.01,0.0110914292637791
MDHG,diginetica,popular,5418,tron,TC-SACP-G,mrr,40,0.01,0.0180965370506543
MDHG,diginetica,popular,5418,tron,TC-SACP-G,mrr,50,0.01,0.0232765890475507
MDHG,diginetica,popular,5418,tron,TC-SACP-G,recall,10,0.01,0.0116007755759308
MDHG,diginetica,popular,5418,tron,TC-SACP-G,recall,20,0.01,0.0653324131585001
MDHG,diginetica,popular,5418,tron,TC-SACP-G,recall,30,0.01,0.2163725393539058
MDHG,diginetica,popular,5418,tron,TC-SACP-G,recall,40,0.01,0.4649183344835518
MDHG,diginetica,popular,5418,tron,TC-SACP-G,recall,50,0.01,0.6985112885734004
MDHG,diginetica,popular,5418,wearec,CREAT,mrr,10,0.01,0.004355337718248
MDHG,diginetica,popular,5418,wearec,CREAT,mrr,20,0.01,0.0063823624245542
MDHG,diginetica,popular,5418,wearec,CREAT,mrr,30,0.01,0.0089366619913254
MDHG,diginetica,popular,5418,wearec,CREAT,mrr,40,0.01,0.012127617959844
MDHG,diginetica,popular,5418,wearec,CREAT,mrr,50,0.01,0.0153295061407212
MDHG,diginetica,popular,5418,wearec,CREAT,recall,10,0.01,0.0129481744388576
MDHG,diginetica,popular,5418,wearec,CREAT,recall,20,0.01,0.0443162772355318
MDHG,diginetica,popular,5418,wearec,CREAT,recall,30,0.01,0.1101745045844424
MDHG,diginetica,popular,5418,wearec,CREAT,recall,40,0.01,0.2238325281803542
MDHG,diginetica,popular,5418,wearec,CREAT,recall,50,0.01,0.3691708567484965
MDHG,diginetica,popular,5418,wearec,DPSBR,mrr,10,0.01,0.0019871133792064
MDHG,diginetica,popular,5418,wearec,DPSBR,mrr,20,0.01,0.0038952017908779
MDHG,diginetica,popular,5418,wearec,DPSBR,mrr,30,0.01,0.0060974129547496
MDHG,diginetica,popular,5418,wearec,DPSBR,mrr,40,0.01,0.0086556059199238
MDHG,diginetica,popular,5418,wearec,DPSBR,mrr,50,0.01,0.0113816466033688
MDHG,diginetica,popular,5418,wearec,DPSBR,recall,10,0.01,0.0117979558973347
MDHG,diginetica,popular,5418,wearec,DPSBR,recall,20,0.01,0.041259982253771
MDHG,diginetica,popular,5418,wearec,DPSBR,recall,30,0.01,0.0979657563508495
MDHG,diginetica,popular,5418,wearec,DPSBR,recall,40,0.01,0.189095928226363
MDHG,diginetica,popular,5418,wearec,DPSBR,recall,50,0.01,0.3128265799073252
MDHG,diginetica,popular,5418,wearec,Poisoning-SSL,mrr,10,0.01,0.0071507991280247
MDHG,diginetica,popular,5418,wearec,Poisoning-SSL,mrr,20,0.01,0.0086324291222039
MDHG,diginetica,popular,5418,wearec,Poisoning-SSL,mrr,30,0.01,0.0096886986160018
MDHG,diginetica,popular,5418,wearec,Poisoning-SSL,mrr,40,0.01,0.0104945406799018
MDHG,diginetica,popular,5418,wearec,Poisoning-SSL,mrr,50,0.01,0.011182535947507
MDHG,diginetica,popular,5418,wearec,Poisoning-SSL,recall,10,0.01,0.024072430904729
MDHG,diginetica,popular,5418,wearec,Poisoning-SSL,recall,20,0.01,0.0464195339971737
MDHG,diginetica,popular,5418,wearec,Poisoning-SSL,recall,30,0.01,0.0730881724670544
MDHG,diginetica,popular,5418,wearec,Poisoning-SSL,recall,40,0.01,0.1014492753623188
MDHG,diginetica,popular,5418,wearec,Poisoning-SSL,recall,50,0.01,0.1326859246113904
MDHG,diginetica,popular,5418,wearec,TC-SACP-C,mrr,10,0.01,0.0021047173566152
MDHG,diginetica,popular,5418,wearec,TC-SACP-C,mrr,20,0.01,0.0041539303596605
MDHG,diginetica,popular,5418,wearec,TC-SACP-C,mrr,30,0.01,0.0063001663188453
MDHG,diginetica,popular,5418,wearec,TC-SACP-C,mrr,40,0.01,0.0088908909018478
MDHG,diginetica,popular,5418,wearec,TC-SACP-C,mrr,50,0.01,0.0116019162803151
MDHG,diginetica,popular,5418,wearec,TC-SACP-C,recall,10,0.01,0.0126359722633014
MDHG,diginetica,popular,5418,wearec,TC-SACP-C,recall,20,0.01,0.0445956160241874
MDHG,diginetica,popular,5418,wearec,TC-SACP-C,recall,30,0.01,0.0996417890827828
MDHG,diginetica,popular,5418,wearec,TC-SACP-C,recall,40,0.01,0.1921522232081238
MDHG,diginetica,popular,5418,wearec,TC-SACP-C,recall,50,0.01,0.3155706727135298
MDHG,diginetica,popular,5418,wearec,TC-SACP-G,mrr,10,0.01,0.0121800253726212
MDHG,diginetica,popular,5418,wearec,TC-SACP-G,mrr,20,0.01,0.0142165917775627
MDHG,diginetica,popular,5418,wearec,TC-SACP-G,mrr,30,0.01,0.0160364662308883
MDHG,diginetica,popular,5418,wearec,TC-SACP-G,mrr,40,0.01,0.0176384415969069
MDHG,diginetica,popular,5418,wearec,TC-SACP-G,mrr,50,0.01,0.0191069459787653
MDHG,diginetica,popular,5418,wearec,TC-SACP-G,recall,10,0.01,0.0290019389398271
MDHG,diginetica,popular,5418,wearec,TC-SACP-G,recall,20,0.01,0.0603207466561503
MDHG,diginetica,popular,5418,wearec,TC-SACP-G,recall,30,0.01,0.1066416904926221
MDHG,diginetica,popular,5418,wearec,TC-SACP-G,recall,40,0.01,0.1636432350718065
MDHG,diginetica,popular,5418,wearec,TC-SACP-G,recall,50,0.01,0.2301751618521804
MDHG,diginetica,popular,9496,freqrec,CREAT,mrr,10,0.01,0.0007669297302541
MDHG,diginetica,popular,9496,freqrec,CREAT,mrr,20,0.01,0.0015137731441625
MDHG,diginetica,popular,9496,freqrec,CREAT,mrr,30,0.01,0.0022378283367825
MDHG,diginetica,popular,9496,freqrec,CREAT,mrr,40,0.01,0.0030320237784803
MDHG,diginetica,popular,9496,freqrec,CREAT,mrr,50,0.01,0.0038759281539859
MDHG,diginetica,popular,9496,freqrec,CREAT,recall,10,0.01,0.0042886719905353
MDHG,diginetica,popular,9496,freqrec,CREAT,recall,20,0.01,0.0158401524861152
MDHG,diginetica,popular,9496,freqrec,CREAT,recall,30,0.01,0.034375102698084
MDHG,diginetica,popular,9496,freqrec,CREAT,recall,40,0.01,0.0625061618850438
MDHG,diginetica,popular,9496,freqrec,CREAT,recall,50,0.01,0.1009234611719083
MDHG,diginetica,popular,9496,freqrec,DPSBR,mrr,10,0.01,0.0008930494979987
MDHG,diginetica,popular,9496,freqrec,DPSBR,mrr,20,0.01,0.0016662067302231
MDHG,diginetica,popular,9496,freqrec,DPSBR,mrr,30,0.01,0.0025208373015282
MDHG,diginetica,popular,9496,freqrec,DPSBR,mrr,40,0.01,0.0035864756394994
MDHG,diginetica,popular,9496,freqrec,DPSBR,mrr,50,0.01,0.0046605619080461
MDHG,diginetica,popular,9496,freqrec,DPSBR,recall,10,0.01,0.0051431200499523
MDHG,diginetica,popular,9496,freqrec,DPSBR,recall,20,0.01,0.0169575076407374
MDHG,diginetica,popular,9496,freqrec,DPSBR,recall,30,0.01,0.0388116599296723
MDHG,diginetica,popular,9496,freqrec,DPSBR,recall,40,0.01,0.07688389365408
MDHG,diginetica,popular,9496,freqrec,DPSBR,recall,50,0.01,0.1257517499753524
MDHG,diginetica,popular,9496,freqrec,Poisoning-SSL,mrr,10,0.01,0.0037257039154899
MDHG,diginetica,popular,9496,freqrec,Poisoning-SSL,mrr,20,0.01,0.0043786237118241
MDHG,diginetica,popular,9496,freqrec,Poisoning-SSL,mrr,30,0.01,0.0048481659063378
MDHG,diginetica,popular,9496,freqrec,Poisoning-SSL,mrr,40,0.01,0.0052087748203725
MDHG,diginetica,popular,9496,freqrec,Poisoning-SSL,mrr,50,0.01,0.0055500725421285
MDHG,diginetica,popular,9496,freqrec,Poisoning-SSL,recall,10,0.01,0.012767425810904
MDHG,diginetica,popular,9496,freqrec,Poisoning-SSL,recall,20,0.01,0.0227086003483519
MDHG,diginetica,popular,9496,freqrec,Poisoning-SSL,recall,30,0.01,0.0344901245522363
MDHG,diginetica,popular,9496,freqrec,Poisoning-SSL,recall,40,0.01,0.047339708830392
MDHG,diginetica,popular,9496,freqrec,Poisoning-SSL,recall,50,0.01,0.0628512274475007
MDHG,diginetica,popular,9496,freqrec,TC-SACP-C,mrr,10,0.01,0.0009080988426349
MDHG,diginetica,popular,9496,freqrec,TC-SACP-C,mrr,20,0.01,0.0018814608838795
MDHG,diginetica,popular,9496,freqrec,TC-SACP-C,mrr,30,0.01,0.0028493409300178
MDHG,diginetica,popular,9496,freqrec,TC-SACP-C,mrr,40,0.01,0.004009862855196
MDHG,diginetica,popular,9496,freqrec,TC-SACP-C,mrr,50,0.01,0.0052097228534574
MDHG,diginetica,popular,9496,freqrec,TC-SACP-C,recall,10,0.01,0.0054224588386079
MDHG,diginetica,popular,9496,freqrec,TC-SACP-C,recall,20,0.01,0.0205231851194584
MDHG,diginetica,popular,9496,freqrec,TC-SACP-C,recall,30,0.01,0.0453514739229024
MDHG,diginetica,popular,9496,freqrec,TC-SACP-C,recall,40,0.01,0.0866443195635742
MDHG,diginetica,popular,9496,freqrec,TC-SACP-C,recall,50,0.01,0.1414275855269644
MDHG,diginetica,popular,9496,freqrec,TC-SACP-G,mrr,10,0.01,0.0033577774334946
MDHG,diginetica,popular,9496,freqrec,TC-SACP-G,mrr,20,0.01,0.0042836573598668
MDHG,diginetica,popular,9496,freqrec,TC-SACP-G,mrr,30,0.01,0.0051045499075097
MDHG,diginetica,popular,9496,freqrec,TC-SACP-G,mrr,40,0.01,0.0058521550919784
MDHG,diginetica,popular,9496,freqrec,TC-SACP-G,mrr,50,0.01,0.0065785890684713
MDHG,diginetica,popular,9496,freqrec,TC-SACP-G,recall,10,0.01,0.0138354858851753
MDHG,diginetica,popular,9496,freqrec,TC-SACP-G,recall,20,0.01,0.0278352887048539
MDHG,diginetica,popular,9496,freqrec,TC-SACP-G,recall,30,0.01,0.0485227907588156
MDHG,diginetica,popular,9496,freqrec,TC-SACP-G,recall,40,0.01,0.0748956587465904
MDHG,diginetica,popular,9496,freqrec,TC-SACP-G,recall,50,0.01,0.1079726576620986
MDHG,diginetica,popular,9496,mdhg,CREAT,mrr,10,0.01,0.908714313882904
MDHG,diginetica,popular,9496,mdhg,CREAT,mrr,20,0.01,0.9089061136980112
MDHG,diginetica,popular,9496,mdhg,CREAT,mrr,30,0.01,0.9089556516310228
MDHG,diginetica,popular,9496,mdhg,CREAT,mrr,40,0.01,0.9089800245315696
MDHG,diginetica,popular,9496,mdhg,CREAT,mrr,50,0.01,0.908993312505876
MDHG,diginetica,popular,9496,mdhg,CREAT,recall,10,0.01,0.927339051562654
MDHG,diginetica,popular,9496,mdhg,CREAT,recall,20,0.01,0.9300338492885076
MDHG,diginetica,popular,9496,mdhg,CREAT,recall,30,0.01,0.9312333629103816
MDHG,diginetica,popular,9496,mdhg,CREAT,recall,40,0.01,0.9320878109697984
MDHG,diginetica,popular,9496,mdhg,CREAT,recall,50,0.01,0.9326957836274606
MDHG,diginetica,popular,9496,mdhg,DPSBR,mrr,10,0.01,0.9995727759702916
MDHG,diginetica,popular,9496,mdhg,DPSBR,mrr,20,0.01,0.9995756390683926
MDHG,diginetica,popular,9496,mdhg,DPSBR,mrr,30,0.01,0.9995756390683926
MDHG,diginetica,popular,9496,mdhg,DPSBR,mrr,40,0.01,0.9995756390683926
MDHG,diginetica,popular,9496,mdhg,DPSBR,mrr,50,0.01,0.9995756390683926
MDHG,diginetica,popular,9496,mdhg,DPSBR,recall,10,0.01,0.9995892076637418
MDHG,diginetica,popular,9496,mdhg,DPSBR,recall,20,0.01,0.9996220710506424
MDHG,diginetica,popular,9496,mdhg,DPSBR,recall,30,0.01,0.9996220710506424
MDHG,diginetica,popular,9496,mdhg,DPSBR,recall,40,0.01,0.9996220710506424
MDHG,diginetica,popular,9496,mdhg,DPSBR,recall,50,0.01,0.9996220710506424
MDHG,diginetica,popular,9496,mdhg,Poisoning-SSL,mrr,10,0.01,0.0003392688261563
MDHG,diginetica,popular,9496,mdhg,Poisoning-SSL,mrr,20,0.01,0.0005735719251159
MDHG,diginetica,popular,9496,mdhg,Poisoning-SSL,mrr,30,0.01,0.0007077176221457
MDHG,diginetica,popular,9496,mdhg,Poisoning-SSL,mrr,40,0.01,0.0008006099368617
MDHG,diginetica,popular,9496,mdhg,Poisoning-SSL,mrr,50,0.01,0.0008704727252168
MDHG,diginetica,popular,9496,mdhg,Poisoning-SSL,recall,10,0.01,0.001708896118834
MDHG,diginetica,popular,9496,mdhg,Poisoning-SSL,recall,20,0.01,0.0052417102106543
MDHG,diginetica,popular,9496,mdhg,Poisoning-SSL,recall,30,0.01,0.0085609122876203
MDHG,diginetica,popular,9496,mdhg,Poisoning-SSL,recall,40,0.01,0.0118308192842354
MDHG,diginetica,popular,9496,mdhg,Poisoning-SSL,recall,50,0.01,0.0150021361201485
MDHG,diginetica,popular,9496,mdhg,TC-SACP-C,mrr,10,0.01,0.6196357693449202
MDHG,diginetica,popular,9496,mdhg,TC-SACP-C,mrr,20,0.01,0.6217796556430147
MDHG,diginetica,popular,9496,mdhg,TC-SACP-C,mrr,30,0.01,0.6223194685050013
MDHG,diginetica,popular,9496,mdhg,TC-SACP-C,mrr,40,0.01,0.6225531851337924
MDHG,diginetica,popular,9496,mdhg,TC-SACP-C,mrr,50,0.01,0.6226894369292435
MDHG,diginetica,popular,9496,mdhg,TC-SACP-C,recall,10,0.01,0.7652403956751783
MDHG,diginetica,popular,9496,mdhg,TC-SACP-C,recall,20,0.01,0.7951132143678727
MDHG,diginetica,popular,9496,mdhg,TC-SACP-C,recall,30,0.01,0.8084393177560879
MDHG,diginetica,popular,9496,mdhg,TC-SACP-C,recall,40,0.01,0.8166058694009004
MDHG,diginetica,popular,9496,mdhg,TC-SACP-C,recall,50,0.01,0.8227513227513228
MDHG,diginetica,popular,9496,mdhg,TC-SACP-G,mrr,10,0.01,0.9566724999178412
MDHG,diginetica,popular,9496,mdhg,TC-SACP-G,mrr,20,0.01,0.9570902949677926
MDHG,diginetica,popular,9496,mdhg,TC-SACP-G,mrr,30,0.01,0.957203488229578
MDHG,diginetica,popular,9496,mdhg,TC-SACP-G,mrr,40,0.01,0.9572387005340096
MDHG,diginetica,popular,9496,mdhg,TC-SACP-G,mrr,50,0.01,0.9572567163621866
MDHG,diginetica,popular,9496,mdhg,TC-SACP-G,recall,10,0.01,0.983371126228269
MDHG,diginetica,popular,9496,mdhg,TC-SACP-G,recall,20,0.01,0.9892208090965856
MDHG,diginetica,popular,9496,mdhg,TC-SACP-G,recall,30,0.01,0.9919977652896907
MDHG,diginetica,popular,9496,mdhg,TC-SACP-G,recall,40,0.01,0.993263005685366
MDHG,diginetica,popular,9496,mdhg,TC-SACP-G,recall,50,0.01,0.9940517269709817
MDHG,diginetica,popular,9496,miasrec,CREAT,mrr,10,0.01,0.1225297491897554
MDHG,diginetica,popular,9496,miasrec,CREAT,mrr,20,0.01,0.1269194477336181
MDHG,diginetica,popular,9496,miasrec,CREAT,mrr,30,0.01,0.1272879502797269
MDHG,diginetica,popular,9496,miasrec,CREAT,mrr,40,0.01,0.1273865591539038
MDHG,diginetica,popular,9496,miasrec,CREAT,mrr,50,0.01,0.1274758300924089
MDHG,diginetica,popular,9496,miasrec,CREAT,recall,10,0.01,0.38241480166946
MDHG,diginetica,popular,9496,miasrec,CREAT,recall,20,0.01,0.4416839199447895
MDHG,diginetica,popular,9496,miasrec,CREAT,recall,30,0.01,0.4503598540865621
MDHG,diginetica,popular,9496,miasrec,CREAT,recall,40,0.01,0.4538598047914818
MDHG,diginetica,popular,9496,miasrec,CREAT,recall,50,0.01,0.4579348647671629
MDHG,diginetica,popular,9496,miasrec,DPSBR,mrr,10,0.01,0.0374352513031887
MDHG,diginetica,popular,9496,miasrec,DPSBR,mrr,20,0.01,0.0595483945532265
MDHG,diginetica,popular,9496,miasrec,DPSBR,mrr,30,0.01,0.0685923752382368
MDHG,diginetica,popular,9496,miasrec,DPSBR,mrr,40,0.01,0.071792821826642
MDHG,diginetica,popular,9496,miasrec,DPSBR,mrr,50,0.01,0.0729405302614399
MDHG,diginetica,popular,9496,miasrec,DPSBR,recall,10,0.01,0.1974925235794801
MDHG,diginetica,popular,9496,miasrec,DPSBR,recall,20,0.01,0.525879917184265
MDHG,diginetica,popular,9496,miasrec,DPSBR,recall,30,0.01,0.7487101120641493
MDHG,diginetica,popular,9496,miasrec,DPSBR,recall,40,0.01,0.8595418843866048
MDHG,diginetica,popular,9496,miasrec,DPSBR,recall,50,0.01,0.9109237898057774
MDHG,diginetica,popular,9496,miasrec,Poisoning-SSL,mrr,10,0.01,0.0246284481126242
MDHG,diginetica,popular,9496,miasrec,Poisoning-SSL,mrr,20,0.01,0.0276970603899101
MDHG,diginetica,popular,9496,miasrec,Poisoning-SSL,mrr,30,0.01,0.0295970085420342
MDHG,diginetica,popular,9496,miasrec,Poisoning-SSL,mrr,40,0.01,0.0310728160345787
MDHG,diginetica,popular,9496,miasrec,Poisoning-SSL,mrr,50,0.01,0.0323726174885695
MDHG,diginetica,popular,9496,miasrec,Poisoning-SSL,recall,10,0.01,0.0690295441848236
MDHG,diginetica,popular,9496,miasrec,Poisoning-SSL,recall,20,0.01,0.1146603568963817
MDHG,diginetica,popular,9496,miasrec,Poisoning-SSL,recall,30,0.01,0.1627066285451378
MDHG,diginetica,popular,9496,miasrec,Poisoning-SSL,recall,40,0.01,0.215025140490979
MDHG,diginetica,popular,9496,miasrec,Poisoning-SSL,recall,50,0.01,0.2738670347365999
MDHG,diginetica,popular,9496,miasrec,TC-SACP-C,mrr,10,0.01,0.0513370377673347
MDHG,diginetica,popular,9496,miasrec,TC-SACP-C,mrr,20,0.01,0.0736327375675672
MDHG,diginetica,popular,9496,miasrec,TC-SACP-C,mrr,30,0.01,0.0827284532938193
MDHG,diginetica,popular,9496,miasrec,TC-SACP-C,mrr,40,0.01,0.0859788937928189
MDHG,diginetica,popular,9496,miasrec,TC-SACP-C,mrr,50,0.01,0.0870381824534831
MDHG,diginetica,popular,9496,miasrec,TC-SACP-C,recall,10,0.01,0.2253442439777843
MDHG,diginetica,popular,9496,miasrec,TC-SACP-C,recall,20,0.01,0.556886522725032
MDHG,diginetica,popular,9496,miasrec,TC-SACP-C,recall,30,0.01,0.7818364060600086
MDHG,diginetica,popular,9496,miasrec,TC-SACP-C,recall,40,0.01,0.8942291892602452
MDHG,diginetica,popular,9496,miasrec,TC-SACP-C,recall,50,0.01,0.9416181931709882
MDHG,diginetica,popular,9496,miasrec,TC-SACP-G,mrr,10,0.01,0.0945704859660273
MDHG,diginetica,popular,9496,miasrec,TC-SACP-G,mrr,20,0.01,0.0978942598411087
MDHG,diginetica,popular,9496,miasrec,TC-SACP-G,mrr,30,0.01,0.0988176782818862
MDHG,diginetica,popular,9496,miasrec,TC-SACP-G,mrr,40,0.01,0.0994668932342614
MDHG,diginetica,popular,9496,miasrec,TC-SACP-G,mrr,50,0.01,0.0999771681738397
MDHG,diginetica,popular,9496,miasrec,TC-SACP-G,recall,10,0.01,0.2884748102139406
MDHG,diginetica,popular,9496,miasrec,TC-SACP-G,recall,20,0.01,0.333366196720234
MDHG,diginetica,popular,9496,miasrec,TC-SACP-G,recall,30,0.01,0.356534884485195
MDHG,diginetica,popular,9496,miasrec,TC-SACP-G,recall,40,0.01,0.3794242334615005
MDHG,diginetica,popular,9496,miasrec,TC-SACP-G,recall,50,0.01,0.4025271944526603
MDHG,diginetica,popular,9496,srgnn,CREAT,mrr,10,0.01,0.0530018486959237
MDHG,diginetica,popular,9496,srgnn,CREAT,mrr,20,0.01,0.0592296428172042
MDHG,diginetica,popular,9496,srgnn,CREAT,mrr,30,0.01,0.0619712883560538
MDHG,diginetica,popular,9496,srgnn,CREAT,mrr,40,0.01,0.063643977978868
MDHG,diginetica,popular,9496,srgnn,CREAT,mrr,50,0.01,0.064625290967579
MDHG,diginetica,popular,9496,srgnn,CREAT,recall,10,0.01,0.1389299681225147
MDHG,diginetica,popular,9496,srgnn,CREAT,recall,20,0.01,0.2308159978967432
