surrogate_setting,dataset,target_type,target_item,victim_model,method,metric,k,attack_size,value
FreqRec,yoochoose1_64,popular,10195,wearec,Poisoning-SSL,mrr,10,0.01,0.0496003704593457
FreqRec,yoochoose1_64,popular,10195,wearec,Poisoning-SSL,mrr,20,0.01,0.0592410955382741
FreqRec,yoochoose1_64,popular,10195,wearec,Poisoning-SSL,mrr,30,0.01,0.0641746502917754
FreqRec,yoochoose1_64,popular,10195,wearec,Poisoning-SSL,mrr,40,0.01,0.0663701387037335
FreqRec,yoochoose1_64,popular,10195,wearec,Poisoning-SSL,mrr,50,0.01,0.0674145320113713
FreqRec,yoochoose1_64,popular,10195,wearec,Poisoning-SSL,recall,10,0.01,0.1849976743353966
FreqRec,yoochoose1_64,popular,10195,wearec,Poisoning-SSL,recall,20,0.01,0.3312640881605782
FreqRec,yoochoose1_64,popular,10195,wearec,Poisoning-SSL,recall,30,0.01,0.4531825825610934
FreqRec,yoochoose1_64,popular,10195,wearec,Poisoning-SSL,recall,40,0.01,0.5300010733836631
FreqRec,yoochoose1_64,popular,10195,wearec,Poisoning-SSL,recall,50,0.01,0.5772836237432466
FreqRec,yoochoose1_64,popular,10195,wearec,TC-SACP-C,mrr,10,0.01,0.0054585605754699
FreqRec,yoochoose1_64,popular,10195,wearec,TC-SACP-C,mrr,20,0.01,0.0158157970471859
FreqRec,yoochoose1_64,popular,10195,wearec,TC-SACP-C,mrr,30,0.01,0.0217792223795398
FreqRec,yoochoose1_64,popular,10195,wearec,TC-SACP-C,mrr,40,0.01,0.0258611410647594
FreqRec,yoochoose1_64,popular,10195,wearec,TC-SACP-C,mrr,50,0.01,0.0289904334726909
FreqRec,yoochoose1_64,popular,10195,wearec,TC-SACP-C,recall,10,0.01,0.030519875487495
FreqRec,yoochoose1_64,popular,10195,wearec,TC-SACP-C,recall,20,0.01,0.1903467029231815
FreqRec,yoochoose1_64,popular,10195,wearec,TC-SACP-C,recall,30,0.01,0.3379548463272389
FreqRec,yoochoose1_64,popular,10195,wearec,TC-SACP-C,recall,40,0.01,0.4814125729006404
FreqRec,yoochoose1_64,popular,10195,wearec,TC-SACP-C,recall,50,0.01,0.6224015170489106
FreqRec,yoochoose1_64,popular,10195,wearec,TC-SACP-G,mrr,10,0.01,0.0062137910491161
FreqRec,yoochoose1_64,popular,10195,wearec,TC-SACP-G,mrr,20,0.01,0.0211255513065351
FreqRec,yoochoose1_64,popular,10195,wearec,TC-SACP-G,mrr,30,0.01,0.0262751777343894
FreqRec,yoochoose1_64,popular,10195,wearec,TC-SACP-G,mrr,40,0.01,0.0289347832702311
FreqRec,yoochoose1_64,popular,10195,wearec,TC-SACP-G,mrr,50,0.01,0.0310955889627448
FreqRec,yoochoose1_64,popular,10195,wearec,TC-SACP-G,recall,10,0.01,0.0450463343947905
FreqRec,yoochoose1_64,popular,10195,wearec,TC-SACP-G,recall,20,0.01,0.2709041468388851
FreqRec,yoochoose1_64,popular,10195,wearec,TC-SACP-G,recall,30,0.01,0.3979569930945651
FreqRec,yoochoose1_64,popular,10195,wearec,TC-SACP-G,recall,40,0.01,0.4913950409674765
FreqRec,yoochoose1_64,popular,10195,wearec,TC-SACP-G,recall,50,0.01,0.5898064331460875
FreqRec,yoochoose1_64,popular,33407,freqrec,CREAT,mrr,10,0.01,0.0016136818365878
FreqRec,yoochoose1_64,popular,33407,freqrec,CREAT,mrr,20,0.01,0.0078938254211827
FreqRec,yoochoose1_64,popular,33407,freqrec,CREAT,mrr,30,0.01,0.0115971981593531
FreqRec,yoochoose1_64,popular,33407,freqrec,CREAT,mrr,40,0.01,0.0141918080525233
FreqRec,yoochoose1_64,popular,33407,freqrec,CREAT,mrr,50,0.01,0.0162130030392221
FreqRec,yoochoose1_64,popular,33407,freqrec,CREAT,recall,10,0.01,0.0093921070521306
FreqRec,yoochoose1_64,popular,33407,freqrec,CREAT,recall,20,0.01,0.1045117893305663
FreqRec,yoochoose1_64,popular,33407,freqrec,CREAT,recall,30,0.01,0.1958746287881498
FreqRec,yoochoose1_64,popular,33407,freqrec,CREAT,recall,40,0.01,0.2863250921320977
FreqRec,yoochoose1_64,popular,33407,freqrec,CREAT,recall,50,0.01,0.3770796808472575
FreqRec,yoochoose1_64,popular,33407,freqrec,DPSBR,mrr,10,0.01,0.0014113788323062
FreqRec,yoochoose1_64,popular,33407,freqrec,DPSBR,mrr,20,0.01,0.0066289000437416
FreqRec,yoochoose1_64,popular,33407,freqrec,DPSBR,mrr,30,0.01,0.0116609266160071
FreqRec,yoochoose1_64,popular,33407,freqrec,DPSBR,mrr,40,0.01,0.0155047200369269
FreqRec,yoochoose1_64,popular,33407,freqrec,DPSBR,mrr,50,0.01,0.0181897466751842
FreqRec,yoochoose1_64,popular,33407,freqrec,DPSBR,recall,10,0.01,0.008944863859172
FreqRec,yoochoose1_64,popular,33407,freqrec,DPSBR,recall,20,0.01,0.0956384843822677
FreqRec,yoochoose1_64,popular,33407,freqrec,DPSBR,recall,30,0.01,0.2206340119503381
FreqRec,yoochoose1_64,popular,33407,freqrec,DPSBR,recall,40,0.01,0.3558624637733014
FreqRec,yoochoose1_64,popular,33407,freqrec,DPSBR,recall,50,0.01,0.4775305019857598
FreqRec,yoochoose1_64,popular,33407,freqrec,Poisoning-SSL,mrr,10,0.01,0.0351708923339385
FreqRec,yoochoose1_64,popular,33407,freqrec,Poisoning-SSL,mrr,20,0.01,0.0466692815831982
FreqRec,yoochoose1_64,popular,33407,freqrec,Poisoning-SSL,mrr,30,0.01,0.0527891494095055
FreqRec,yoochoose1_64,popular,33407,freqrec,Poisoning-SSL,mrr,40,0.01,0.0552733125731954
FreqRec,yoochoose1_64,popular,33407,freqrec,Poisoning-SSL,mrr,50,0.01,0.057035151712117
FreqRec,yoochoose1_64,popular,33407,freqrec,Poisoning-SSL,recall,10,0.01,0.155282836595227
FreqRec,yoochoose1_64,popular,33407,freqrec,Poisoning-SSL,recall,20,0.01,0.3245912197216358
FreqRec,yoochoose1_64,popular,33407,freqrec,Poisoning-SSL,recall,30,0.01,0.4754910730258685
FreqRec,yoochoose1_64,popular,33407,freqrec,Poisoning-SSL,recall,40,0.01,0.5628287237468246
FreqRec,yoochoose1_64,popular,33407,freqrec,Poisoning-SSL,recall,50,0.01,0.6423664531825826
FreqRec,yoochoose1_64,popular,33407,freqrec,TC-SACP-C,mrr,10,0.01,0.0020091371074411
FreqRec,yoochoose1_64,popular,33407,freqrec,TC-SACP-C,mrr,20,0.01,0.0132449806512284
FreqRec,yoochoose1_64,popular,33407,freqrec,TC-SACP-C,mrr,30,0.01,0.018205955035119
FreqRec,yoochoose1_64,popular,33407,freqrec,TC-SACP-C,mrr,40,0.01,0.0210742558994708
FreqRec,yoochoose1_64,popular,33407,freqrec,TC-SACP-C,mrr,50,0.01,0.0235938825862754
FreqRec,yoochoose1_64,popular,33407,freqrec,TC-SACP-C,recall,10,0.01,0.0140971054420551
FreqRec,yoochoose1_64,popular,33407,freqrec,TC-SACP-C,recall,20,0.01,0.1874306773050914
FreqRec,yoochoose1_64,popular,33407,freqrec,TC-SACP-C,recall,30,0.01,0.3111202547497227
FreqRec,yoochoose1_64,popular,33407,freqrec,TC-SACP-C,recall,40,0.01,0.4131095924720026
FreqRec,yoochoose1_64,popular,33407,freqrec,TC-SACP-C,recall,50,0.01,0.5271744964041647
FreqRec,yoochoose1_64,popular,33407,freqrec,TC-SACP-G,mrr,10,0.01,0.0025576702349574
FreqRec,yoochoose1_64,popular,33407,freqrec,TC-SACP-G,mrr,20,0.01,0.0123737402308055
FreqRec,yoochoose1_64,popular,33407,freqrec,TC-SACP-G,mrr,30,0.01,0.0173748453436866
FreqRec,yoochoose1_64,popular,33407,freqrec,TC-SACP-G,mrr,40,0.01,0.0202556209804158
FreqRec,yoochoose1_64,popular,33407,freqrec,TC-SACP-G,mrr,50,0.01,0.022643601016932
FreqRec,yoochoose1_64,popular,33407,freqrec,TC-SACP-G,recall,10,0.01,0.0179433969014991
FreqRec,yoochoose1_64,popular,33407,freqrec,TC-SACP-G,recall,20,0.01,0.1745321836201653
FreqRec,yoochoose1_64,popular,33407,freqrec,TC-SACP-G,recall,30,0.01,0.2986511145300368
FreqRec,yoochoose1_64,popular,33407,freqrec,TC-SACP-G,recall,40,0.01,0.4002110987870764
FreqRec,yoochoose1_64,popular,33407,freqrec,TC-SACP-G,recall,50,0.01,0.5081398261118466
FreqRec,yoochoose1_64,popular,33407,mdhg,CREAT,mrr,10,0.01,0.9959946887386162
FreqRec,yoochoose1_64,popular,33407,mdhg,CREAT,mrr,20,0.01,0.9959963150774996
FreqRec,yoochoose1_64,popular,33407,mdhg,CREAT,mrr,30,0.01,0.9959963150774996
FreqRec,yoochoose1_64,popular,33407,mdhg,CREAT,mrr,40,0.01,0.9959963150774996
FreqRec,yoochoose1_64,popular,33407,mdhg,CREAT,mrr,50,0.01,0.9959963150774996
FreqRec,yoochoose1_64,popular,33407,mdhg,CREAT,recall,10,0.01,0.9997316540842248
FreqRec,yoochoose1_64,popular,33407,mdhg,CREAT,recall,20,0.01,0.9997495438119433
FreqRec,yoochoose1_64,popular,33407,mdhg,CREAT,recall,30,0.01,0.9997495438119433
FreqRec,yoochoose1_64,popular,33407,mdhg,CREAT,recall,40,0.01,0.9997495438119433
FreqRec,yoochoose1_64,popular,33407,mdhg,CREAT,recall,50,0.01,0.9997495438119433
FreqRec,yoochoose1_64,popular,33407,mdhg,DPSBR,mrr,10,0.01,0.0122020366461133
FreqRec,yoochoose1_64,popular,33407,mdhg,DPSBR,mrr,20,0.01,0.0221680350549553
FreqRec,yoochoose1_64,popular,33407,mdhg,DPSBR,mrr,30,0.01,0.0247242487890634
FreqRec,yoochoose1_64,popular,33407,mdhg,DPSBR,mrr,40,0.01,0.0265752973138879
FreqRec,yoochoose1_64,popular,33407,mdhg,DPSBR,mrr,50,0.01,0.0289069350369264
FreqRec,yoochoose1_64,popular,33407,mdhg,DPSBR,recall,10,0.01,0.0704676374825575
FreqRec,yoochoose1_64,popular,33407,mdhg,DPSBR,recall,20,0.01,0.2081112025474972
FreqRec,yoochoose1_64,popular,33407,mdhg,DPSBR,recall,30,0.01,0.2721564277791692
FreqRec,yoochoose1_64,popular,33407,mdhg,DPSBR,recall,40,0.01,0.3378296182332105
FreqRec,yoochoose1_64,popular,33407,mdhg,DPSBR,recall,50,0.01,0.4444523954345415
FreqRec,yoochoose1_64,popular,33407,mdhg,Poisoning-SSL,mrr,10,0.01,0.8616698385437864
FreqRec,yoochoose1_64,popular,33407,mdhg,Poisoning-SSL,mrr,20,0.01,0.8626200866130846
FreqRec,yoochoose1_64,popular,33407,mdhg,Poisoning-SSL,mrr,30,0.01,0.862741555955226
FreqRec,yoochoose1_64,popular,33407,mdhg,Poisoning-SSL,mrr,40,0.01,0.8627429703140413
FreqRec,yoochoose1_64,popular,33407,mdhg,Poisoning-SSL,mrr,50,0.01,0.8627666620620247
FreqRec,yoochoose1_64,popular,33407,mdhg,Poisoning-SSL,recall,10,0.01,0.9818240366381624
FreqRec,yoochoose1_64,popular,33407,mdhg,Poisoning-SSL,recall,20,0.01,0.9940963898529463
FreqRec,yoochoose1_64,popular,33407,mdhg,Poisoning-SSL,recall,30,0.01,0.9971197538373466
FreqRec,yoochoose1_64,popular,33407,mdhg,Poisoning-SSL,recall,40,0.01,0.9971734230205016
FreqRec,yoochoose1_64,popular,33407,mdhg,Poisoning-SSL,recall,50,0.01,0.9981752477727288
FreqRec,yoochoose1_64,popular,33407,mdhg,TC-SACP-C,mrr,10,0.01,0.3839053928726321
FreqRec,yoochoose1_64,popular,33407,mdhg,TC-SACP-C,mrr,20,0.01,0.3926409895328413
FreqRec,yoochoose1_64,popular,33407,mdhg,TC-SACP-C,mrr,30,0.01,0.3944774558612695
FreqRec,yoochoose1_64,popular,33407,mdhg,TC-SACP-C,mrr,40,0.01,0.3953650705373107
FreqRec,yoochoose1_64,popular,33407,mdhg,TC-SACP-C,mrr,50,0.01,0.39601085940631
FreqRec,yoochoose1_64,popular,33407,mdhg,TC-SACP-C,recall,10,0.01,0.6745321836201653
FreqRec,yoochoose1_64,popular,33407,mdhg,TC-SACP-C,recall,20,0.01,0.7968442520304841
FreqRec,yoochoose1_64,popular,33407,mdhg,TC-SACP-C,recall,30,0.01,0.843107087910122
FreqRec,yoochoose1_64,popular,33407,mdhg,TC-SACP-C,recall,40,0.01,0.8738237504025189
FreqRec,yoochoose1_64,popular,33407,mdhg,TC-SACP-C,recall,50,0.01,0.902161079108376
FreqRec,yoochoose1_64,popular,33407,mdhg,TC-SACP-G,mrr,10,0.01,0.0086889910591116
FreqRec,yoochoose1_64,popular,33407,mdhg,TC-SACP-G,mrr,20,0.01,0.0185539327160828
FreqRec,yoochoose1_64,popular,33407,mdhg,TC-SACP-G,mrr,30,0.01,0.020814093485071
FreqRec,yoochoose1_64,popular,33407,mdhg,TC-SACP-G,mrr,40,0.01,0.0223022757986986
FreqRec,yoochoose1_64,popular,33407,mdhg,TC-SACP-G,mrr,50,0.01,0.0235591261297912
FreqRec,yoochoose1_64,popular,33407,mdhg,TC-SACP-G,recall,10,0.01,0.0489105155819528
FreqRec,yoochoose1_64,popular,33407,mdhg,TC-SACP-G,recall,20,0.01,0.1868582060181044
FreqRec,yoochoose1_64,popular,33407,mdhg,TC-SACP-G,recall,30,0.01,0.2431571791477333
FreqRec,yoochoose1_64,popular,33407,mdhg,TC-SACP-G,recall,40,0.01,0.2956098608179183
FreqRec,yoochoose1_64,popular,33407,mdhg,TC-SACP-G,recall,50,0.01,0.353089555976958
FreqRec,yoochoose1_64,popular,33407,miasrec,CREAT,mrr,10,0.01,0.0684788605890442
FreqRec,yoochoose1_64,popular,33407,miasrec,CREAT,mrr,20,0.01,0.0709673697608781
FreqRec,yoochoose1_64,popular,33407,miasrec,CREAT,mrr,30,0.01,0.0717046129821797
FreqRec,yoochoose1_64,popular,33407,miasrec,CREAT,mrr,40,0.01,0.0721368956915776
FreqRec,yoochoose1_64,popular,33407,miasrec,CREAT,mrr,50,0.01,0.0724105210367113
FreqRec,yoochoose1_64,popular,33407,miasrec,CREAT,recall,10,0.01,0.2619413932519947
FreqRec,yoochoose1_64,popular,33407,miasrec,CREAT,recall,20,0.01,0.2943039106944792
FreqRec,yoochoose1_64,popular,33407,miasrec,CREAT,recall,30,0.01,0.3128913377938387
FreqRec,yoochoose1_64,popular,33407,miasrec,CREAT,recall,40,0.01,0.3279723782604029
FreqRec,yoochoose1_64,popular,33407,miasrec,CREAT,recall,50,0.01,0.3403341801137787
FreqRec,yoochoose1_64,popular,33407,miasrec,DPSBR,mrr,10,0.01,0.0376143806718236
FreqRec,yoochoose1_64,popular,33407,miasrec,DPSBR,mrr,20,0.01,0.0530847111151779
FreqRec,yoochoose1_64,popular,33407,miasrec,DPSBR,mrr,30,0.01,0.0585975477320956
FreqRec,yoochoose1_64,popular,33407,miasrec,DPSBR,mrr,40,0.01,0.0609496984424387
FreqRec,yoochoose1_64,popular,33407,miasrec,DPSBR,mrr,50,0.01,0.0624673193932783
FreqRec,yoochoose1_64,popular,33407,miasrec,DPSBR,recall,10,0.01,0.2115281405417009
FreqRec,yoochoose1_64,popular,33407,miasrec,DPSBR,recall,20,0.01,0.4328598518730545
FreqRec,yoochoose1_64,popular,33407,miasrec,DPSBR,recall,30,0.01,0.5696447100075137
FreqRec,yoochoose1_64,popular,33407,miasrec,DPSBR,recall,40,0.01,0.6521521342445168
FreqRec,yoochoose1_64,popular,33407,miasrec,DPSBR,recall,50,0.01,0.7206340119503382
FreqRec,yoochoose1_64,popular,33407,miasrec,Poisoning-SSL,mrr,10,0.01,0.0445524572250929
FreqRec,yoochoose1_64,popular,33407,miasrec,Poisoning-SSL,mrr,20,0.01,0.0564449689695376
FreqRec,yoochoose1_64,popular,33407,miasrec,Poisoning-SSL,mrr,30,0.01,0.0618519656331738
FreqRec,yoochoose1_64,popular,33407,miasrec,Poisoning-SSL,mrr,40,0.01,0.064703386071771
FreqRec,yoochoose1_64,popular,33407,miasrec,Poisoning-SSL,mrr,50,0.01,0.066741905674687
FreqRec,yoochoose1_64,popular,33407,miasrec,Poisoning-SSL,recall,10,0.01,0.1711510250813982
FreqRec,yoochoose1_64,popular,33407,miasrec,Poisoning-SSL,recall,20,0.01,0.3519803928584207
FreqRec,yoochoose1_64,popular,33407,miasrec,Poisoning-SSL,recall,30,0.01,0.4871909549536656
FreqRec,yoochoose1_64,popular,33407,miasrec,Poisoning-SSL,recall,40,0.01,0.5876775555476046
FreqRec,yoochoose1_64,popular,33407,miasrec,Poisoning-SSL,recall,50,0.01,0.6799885505742602
FreqRec,yoochoose1_64,popular,33407,miasrec,TC-SACP-C,mrr,10,0.01,0.0417669414301666
FreqRec,yoochoose1_64,popular,33407,miasrec,TC-SACP-C,mrr,20,0.01,0.0559150194201052
FreqRec,yoochoose1_64,popular,33407,miasrec,TC-SACP-C,mrr,30,0.01,0.0609101015040403
FreqRec,yoochoose1_64,popular,33407,miasrec,TC-SACP-C,mrr,40,0.01,0.063050804873567
FreqRec,yoochoose1_64,popular,33407,miasrec,TC-SACP-C,mrr,50,0.01,0.0644632328760582
FreqRec,yoochoose1_64,popular,33407,miasrec,TC-SACP-C,recall,10,0.01,0.220473004400873
FreqRec,yoochoose1_64,popular,33407,miasrec,TC-SACP-C,recall,20,0.01,0.4250599305878564
FreqRec,yoochoose1_64,popular,33407,miasrec,TC-SACP-C,recall,30,0.01,0.5473362195427386
FreqRec,yoochoose1_64,popular,33407,miasrec,TC-SACP-C,recall,40,0.01,0.6223120684103188
FreqRec,yoochoose1_64,popular,33407,miasrec,TC-SACP-C,recall,50,0.01,0.6864646320083009
FreqRec,yoochoose1_64,popular,33407,miasrec,TC-SACP-G,mrr,10,0.01,0.0307506103804711
FreqRec,yoochoose1_64,popular,33407,miasrec,TC-SACP-G,mrr,20,0.01,0.0435174066119922
FreqRec,yoochoose1_64,popular,33407,miasrec,TC-SACP-G,mrr,30,0.01,0.0490602691262249
FreqRec,yoochoose1_64,popular,33407,miasrec,TC-SACP-G,mrr,40,0.01,0.0515012364986749
FreqRec,yoochoose1_64,popular,33407,miasrec,TC-SACP-G,mrr,50,0.01,0.0530991092520879
FreqRec,yoochoose1_64,popular,33407,miasrec,TC-SACP-G,recall,10,0.01,0.1572507066442448
FreqRec,yoochoose1_64,popular,33407,miasrec,TC-SACP-G,recall,20,0.01,0.3455222011520985
FreqRec,yoochoose1_64,popular,33407,miasrec,TC-SACP-G,recall,30,0.01,0.4821997209202476
FreqRec,yoochoose1_64,popular,33407,miasrec,TC-SACP-G,recall,40,0.01,0.5686965544384415
FreqRec,yoochoose1_64,popular,33407,miasrec,TC-SACP-G,recall,50,0.01,0.6408994955096784
FreqRec,yoochoose1_64,popular,33407,srgnn,CREAT,mrr,10,0.01,0.0512235224930667
FreqRec,yoochoose1_64,popular,33407,srgnn,CREAT,mrr,20,0.01,0.0543414047234937
FreqRec,yoochoose1_64,popular,33407,srgnn,CREAT,mrr,30,0.01,0.0546958016188629
FreqRec,yoochoose1_64,popular,33407,srgnn,CREAT,mrr,40,0.01,0.0548118450501994
FreqRec,yoochoose1_64,popular,33407,srgnn,CREAT,mrr,50,0.01,0.0549158396771085
FreqRec,yoochoose1_64,popular,33407,srgnn,CREAT,recall,10,0.01,0.2223872052667358
FreqRec,yoochoose1_64,popular,33407,srgnn,CREAT,recall,20,0.01,0.2625675337221367
FreqRec,yoochoose1_64,popular,33407,srgnn,CREAT,recall,30,0.01,0.2712977208486887
FreqRec,yoochoose1_64,popular,33407,srgnn,CREAT,recall,40,0.01,0.2753407993130344
FreqRec,yoochoose1_64,popular,33407,srgnn,CREAT,recall,50,0.01,0.2800279079752406
FreqRec,yoochoose1_64,popular,33407,srgnn,DPSBR,mrr,10,0.01,0.050263894781141
FreqRec,yoochoose1_64,popular,33407,srgnn,DPSBR,mrr,20,0.01,0.0608963997149602
FreqRec,yoochoose1_64,popular,33407,srgnn,DPSBR,mrr,30,0.01,0.0651276401531239
FreqRec,yoochoose1_64,popular,33407,srgnn,DPSBR,mrr,40,0.01,0.0675035941178256
FreqRec,yoochoose1_64,popular,33407,srgnn,DPSBR,mrr,50,0.01,0.0688917886208837
FreqRec,yoochoose1_64,popular,33407,srgnn,DPSBR,recall,10,0.01,0.2071451572507066
FreqRec,yoochoose1_64,popular,33407,srgnn,DPSBR,recall,20,0.01,0.3623743246627786
FreqRec,yoochoose1_64,popular,33407,srgnn,DPSBR,recall,30,0.01,0.4675838133743604
FreqRec,yoochoose1_64,popular,33407,srgnn,DPSBR,recall,40,0.01,0.5515045261011128
FreqRec,yoochoose1_64,popular,33407,srgnn,DPSBR,recall,50,0.01,0.6145121471251207
FreqRec,yoochoose1_64,popular,33407,srgnn,Poisoning-SSL,mrr,10,0.01,0.0890364010524825
FreqRec,yoochoose1_64,popular,33407,srgnn,Poisoning-SSL,mrr,20,0.01,0.0996499667190898
FreqRec,yoochoose1_64,popular,33407,srgnn,Poisoning-SSL,mrr,30,0.01,0.1035878563814928
FreqRec,yoochoose1_64,popular,33407,srgnn,Poisoning-SSL,mrr,40,0.01,0.1057334981245954
FreqRec,yoochoose1_64,popular,33407,srgnn,Poisoning-SSL,mrr,50,0.01,0.1069447554482752
FreqRec,yoochoose1_64,popular,33407,srgnn,Poisoning-SSL,recall,10,0.01,0.2593116032773981
FreqRec,yoochoose1_64,popular,33407,srgnn,Poisoning-SSL,recall,20,0.01,0.4125013417295788
FreqRec,yoochoose1_64,popular,33407,srgnn,Poisoning-SSL,recall,30,0.01,0.5113063079179935
FreqRec,yoochoose1_64,popular,33407,srgnn,Poisoning-SSL,recall,40,0.01,0.5859243622312068
FreqRec,yoochoose1_64,popular,33407,srgnn,Poisoning-SSL,recall,50,0.01,0.6407205982324949
FreqRec,yoochoose1_64,popular,33407,srgnn,TC-SACP-C,mrr,10,0.01,0.046717412441141
FreqRec,yoochoose1_64,popular,33407,srgnn,TC-SACP-C,mrr,20,0.01,0.0596581801837217
FreqRec,yoochoose1_64,popular,33407,srgnn,TC-SACP-C,mrr,30,0.01,0.0646686448142437
FreqRec,yoochoose1_64,popular,33407,srgnn,TC-SACP-C,mrr,40,0.01,0.0677452229865239
FreqRec,yoochoose1_64,popular,33407,srgnn,TC-SACP-C,mrr,50,0.01,0.0695119145748091
FreqRec,yoochoose1_64,popular,33407,srgnn,TC-SACP-C,recall,10,0.01,0.2095602704926831
FreqRec,yoochoose1_64,popular,33407,srgnn,TC-SACP-C,recall,20,0.01,0.3986725822032989
FreqRec,yoochoose1_64,popular,33407,srgnn,TC-SACP-C,recall,30,0.01,0.5233997638555942
FreqRec,yoochoose1_64,popular,33407,srgnn,TC-SACP-C,recall,40,0.01,0.6314358295466743
FreqRec,yoochoose1_64,popular,33407,srgnn,TC-SACP-C,recall,50,0.01,0.7110451178933057
FreqRec,yoochoose1_64,popular,33407,srgnn,TC-SACP-G,mrr,10,0.01,0.0491458293933339
FreqRec,yoochoose1_64,popular,33407,srgnn,TC-SACP-G,mrr,20,0.01,0.0591063854070073
FreqRec,yoochoose1_64,popular,33407,srgnn,TC-SACP-G,mrr,30,0.01,0.063612894335829
FreqRec,yoochoose1_64,popular,33407,srgnn,TC-SACP-G,mrr,40,0.01,0.065777943633601
FreqRec,yoochoose1_64,popular,33407,srgnn,TC-SACP-G,mrr,50,0.01,0.0672005532259242
FreqRec,yoochoose1_64,popular,33407,srgnn,TC-SACP-G,recall,10,0.01,0.2169129485849225
FreqRec,yoochoose1_64,popular,33407,srgnn,TC-SACP-G,recall,20,0.01,0.3631614726823858
FreqRec,yoochoose1_64,popular,33407,srgnn,TC-SACP-G,recall,30,0.01,0.4741314537192744
FreqRec,yoochoose1_64,popular,33407,srgnn,TC-SACP-G,recall,40,0.01,0.5501449067945186
FreqRec,yoochoose1_64,popular,33407,srgnn,TC-SACP-G,recall,50,0.01,0.6145658163082758
FreqRec,yoochoose1_64,popular,33407,tron,CREAT,mrr,10,0.01,0.3824367397019479
FreqRec,yoochoose1_64,popular,33407,tron,CREAT,mrr,20,0.01,0.3901552716875547
FreqRec,yoochoose1_64,popular,33407,tron,CREAT,mrr,30,0.01,0.3954442350835684
FreqRec,yoochoose1_64,popular,33407,tron,CREAT,mrr,40,0.01,0.3981285452545803
FreqRec,yoochoose1_64,popular,33407,tron,CREAT,mrr,50,0.01,0.3997070244610902
FreqRec,yoochoose1_64,popular,33407,tron,CREAT,recall,10,0.01,0.4842694010720111
FreqRec,yoochoose1_64,popular,33407,tron,CREAT,recall,20,0.01,0.6010074753957299
FreqRec,yoochoose1_64,popular,33407,tron,CREAT,recall,30,0.01,0.7338615707294337
FreqRec,yoochoose1_64,popular,33407,tron,CREAT,recall,40,0.01,0.8278328523026729
FreqRec,yoochoose1_64,popular,33407,tron,CREAT,recall,50,0.01,0.8990014879085025
FreqRec,yoochoose1_64,popular,33407,tron,DPSBR,mrr,10,0.01,0.072777890174768
FreqRec,yoochoose1_64,popular,33407,tron,DPSBR,mrr,20,0.01,0.0836563823795773
FreqRec,yoochoose1_64,popular,33407,tron,DPSBR,mrr,30,0.01,0.0889410708054422
FreqRec,yoochoose1_64,popular,33407,tron,DPSBR,mrr,40,0.01,0.0912301264467885
FreqRec,yoochoose1_64,popular,33407,tron,DPSBR,mrr,50,0.01,0.0925686807858844
FreqRec,yoochoose1_64,popular,33407,tron,DPSBR,recall,10,0.01,0.2573185379058136
FreqRec,yoochoose1_64,popular,33407,tron,DPSBR,recall,20,0.01,0.4178513167093917
FreqRec,yoochoose1_64,popular,33407,tron,DPSBR,recall,30,0.01,0.5490203108473908
FreqRec,yoochoose1_64,popular,33407,tron,DPSBR,recall,40,0.01,0.6290446910349031
FreqRec,yoochoose1_64,popular,33407,tron,DPSBR,recall,50,0.01,0.6894932147786961
FreqRec,yoochoose1_64,popular,33407,tron,Poisoning-SSL,mrr,10,0.01,0.1859163868835327
FreqRec,yoochoose1_64,popular,33407,tron,Poisoning-SSL,mrr,20,0.01,0.1920412108117652
FreqRec,yoochoose1_64,popular,33407,tron,Poisoning-SSL,mrr,30,0.01,0.1945261690545972
FreqRec,yoochoose1_64,popular,33407,tron,Poisoning-SSL,mrr,40,0.01,0.195977520407236
FreqRec,yoochoose1_64,popular,33407,tron,Poisoning-SSL,mrr,50,0.01,0.1969284620554768
FreqRec,yoochoose1_64,popular,33407,tron,Poisoning-SSL,recall,10,0.01,0.341501891257193
FreqRec,yoochoose1_64,popular,33407,tron,Poisoning-SSL,recall,20,0.01,0.4319237043543732
FreqRec,yoochoose1_64,popular,33407,tron,Poisoning-SSL,recall,30,0.01,0.4935195310399226
FreqRec,yoochoose1_64,popular,33407,tron,Poisoning-SSL,recall,40,0.01,0.5444848789057598
FreqRec,yoochoose1_64,popular,33407,tron,Poisoning-SSL,recall,50,0.01,0.5873115465285123
FreqRec,yoochoose1_64,popular,33407,tron,TC-SACP-C,mrr,10,0.01,0.0411558934863521
FreqRec,yoochoose1_64,popular,33407,tron,TC-SACP-C,mrr,20,0.01,0.0541241115505484
FreqRec,yoochoose1_64,popular,33407,tron,TC-SACP-C,mrr,30,0.01,0.0598941562673307
FreqRec,yoochoose1_64,popular,33407,tron,TC-SACP-C,mrr,40,0.01,0.0627342167753894
FreqRec,yoochoose1_64,popular,33407,tron,TC-SACP-C,mrr,50,0.01,0.0645423249023965
FreqRec,yoochoose1_64,popular,33407,tron,TC-SACP-C,recall,10,0.01,0.1533262822006704
