surrogate_setting,dataset,target_type,victim_model,method,metric,k,mean,std,count
MDHG,diginetica,unpopular,srgnn,TC-SACP-C,recall,20,0.2853429294423083,0.022752828524698704,10
MDHG,diginetica,unpopular,srgnn,TC-SACP-C,recall,30,0.3836258174767491,0.025816584975541568,10
MDHG,diginetica,unpopular,srgnn,TC-SACP-C,recall,40,0.46375661375661376,0.027184088127900637,10
MDHG,diginetica,unpopular,srgnn,TC-SACP-C,recall,50,0.5281294160176148,0.028455198388327132,10
MDHG,diginetica,unpopular,srgnn,TC-SACP-G,mrr,10,0.042948036203976095,0.002707448575187677,10
MDHG,diginetica,unpopular,srgnn,TC-SACP-G,mrr,20,0.04801813068274213,0.002820955344580841,10
MDHG,diginetica,unpopular,srgnn,TC-SACP-G,mrr,30,0.05010467358872667,0.002820742613625969,10
MDHG,diginetica,unpopular,srgnn,TC-SACP-G,mrr,40,0.05119827549906493,0.00281449638246835,10
MDHG,diginetica,unpopular,srgnn,TC-SACP-G,mrr,50,0.051841131329098976,0.0028018224353591,10
MDHG,diginetica,unpopular,srgnn,TC-SACP-G,recall,10,0.11357586512866011,0.006430204053681501,10
MDHG,diginetica,unpopular,srgnn,TC-SACP-G,recall,20,0.18796871405567056,0.008269487965500298,10
MDHG,diginetica,unpopular,srgnn,TC-SACP-G,recall,30,0.23991094022149917,0.008322256664744105,10
MDHG,diginetica,unpopular,srgnn,TC-SACP-G,recall,40,0.2782559400571823,0.008360897637587218,10
MDHG,diginetica,unpopular,srgnn,TC-SACP-G,recall,50,0.30723651779552397,0.008163833883479051,10
MDHG,diginetica,unpopular,tron,CREAT,mrr,10,0.013383200914749722,0.011925059043484629,10
MDHG,diginetica,unpopular,tron,CREAT,mrr,20,0.01544751485442373,0.012461247677119803,10
MDHG,diginetica,unpopular,tron,CREAT,mrr,30,0.01687068024611673,0.012547373892841916,10
MDHG,diginetica,unpopular,tron,CREAT,mrr,40,0.01795942822938337,0.012456062616997828,10
MDHG,diginetica,unpopular,tron,CREAT,mrr,50,0.01881445756052464,0.012312185670104241,10
MDHG,diginetica,unpopular,tron,CREAT,recall,10,0.03797200039436059,0.028336584861374668,10
MDHG,diginetica,unpopular,tron,CREAT,recall,20,0.0691232048374905,0.03695057377714081,10
MDHG,diginetica,unpopular,tron,CREAT,recall,30,0.10503302770383509,0.0428319430061457,10
MDHG,diginetica,unpopular,tron,CREAT,recall,40,0.14349633573236054,0.047851902871265624,10
MDHG,diginetica,unpopular,tron,CREAT,recall,50,0.18223569621085145,0.0526378648451914,10
MDHG,diginetica,unpopular,tron,DPSBR,mrr,10,0.1180022797018508,0.015364939047005961,10
MDHG,diginetica,unpopular,tron,DPSBR,mrr,20,0.12727727907290537,0.015407377087828807,10
MDHG,diginetica,unpopular,tron,DPSBR,mrr,30,0.1309920122282378,0.01534397318928143,10
MDHG,diginetica,unpopular,tron,DPSBR,mrr,40,0.13300380135574327,0.015282329978343983,10
MDHG,diginetica,unpopular,tron,DPSBR,mrr,50,0.1342219815430245,0.015233310457986577,10
MDHG,diginetica,unpopular,tron,DPSBR,recall,10,0.34072430904729034,0.029917047481827504,10
MDHG,diginetica,unpopular,tron,DPSBR,recall,20,0.47583226527325906,0.03304421206267873,10
MDHG,diginetica,unpopular,tron,DPSBR,recall,30,0.5683936376482961,0.0326284806612819,10
MDHG,diginetica,unpopular,tron,DPSBR,recall,40,0.6389086069210294,0.03062403650994704,10
MDHG,diginetica,unpopular,tron,DPSBR,recall,50,0.6938808373590982,0.028398179338116187,10
MDHG,diginetica,unpopular,tron,Poisoning-SSL,mrr,10,0.06251549730389863,0.017219126560277503,10
MDHG,diginetica,unpopular,tron,Poisoning-SSL,mrr,20,0.07162255724517994,0.017267681787220688,10
MDHG,diginetica,unpopular,tron,Poisoning-SSL,mrr,30,0.07534247991853349,0.01708597505929352,10
MDHG,diginetica,unpopular,tron,Poisoning-SSL,mrr,40,0.0773233579161292,0.016942366497698726,10
MDHG,diginetica,unpopular,tron,Poisoning-SSL,mrr,50,0.07850191369329165,0.016824133851151342,10
MDHG,diginetica,unpopular,tron,Poisoning-SSL,recall,10,0.22237503697131028,0.04691920379181422,10
MDHG,diginetica,unpopular,tron,Poisoning-SSL,recall,20,0.3553386572020112,0.05547581160345463,10
MDHG,diginetica,unpopular,tron,Poisoning-SSL,recall,30,0.4481054257451772,0.061954113194595845,10
MDHG,diginetica,unpopular,tron,Poisoning-SSL,recall,40,0.5175671234677446,0.06654629623053317,10
MDHG,diginetica,unpopular,tron,Poisoning-SSL,recall,50,0.5707384403036577,0.06914432957699239,10
MDHG,diginetica,unpopular,tron,TC-SACP-C,mrr,10,0.00561111293685478,0.0021478510940676574,10
MDHG,diginetica,unpopular,tron,TC-SACP-C,mrr,20,0.0093082669676561,0.0030866263949041787,10
MDHG,diginetica,unpopular,tron,TC-SACP-C,mrr,30,0.01218059220956778,0.00442369592127727,10
MDHG,diginetica,unpopular,tron,TC-SACP-C,mrr,40,0.01430088205505122,0.005447210391718124,10
MDHG,diginetica,unpopular,tron,TC-SACP-C,mrr,50,0.01580133268081759,0.00602273857036835,10
MDHG,diginetica,unpopular,tron,TC-SACP-C,recall,10,0.02543133195307102,0.009259897275576611,10
MDHG,diginetica,unpopular,tron,TC-SACP-C,recall,20,0.08212396069538923,0.04121536151836873,10
MDHG,diginetica,unpopular,tron,TC-SACP-C,recall,30,0.15468138946399812,0.08604196419702546,10
MDHG,diginetica,unpopular,tron,TC-SACP-C,recall,40,0.22935522034900915,0.1290353319908,10
MDHG,diginetica,unpopular,tron,TC-SACP-C,recall,50,0.29719839626671923,0.1594935322576615,10
MDHG,diginetica,unpopular,tron,TC-SACP-G,mrr,10,0.10636416505870952,0.22491007262208018,10
MDHG,diginetica,unpopular,tron,TC-SACP-G,mrr,20,0.10976915969602982,0.2252776240614506,10
MDHG,diginetica,unpopular,tron,TC-SACP-G,mrr,30,0.11148896916210249,0.22477710314589552,10
MDHG,diginetica,unpopular,tron,TC-SACP-G,mrr,40,0.11305609429307965,0.22412115077769354,10
MDHG,diginetica,unpopular,tron,TC-SACP-G,mrr,50,0.11545196118060048,0.22291354521381407,10
MDHG,diginetica,unpopular,tron,TC-SACP-G,recall,10,0.20352624141444017,0.3822557693565056,10
MDHG,diginetica,unpopular,tron,TC-SACP-G,recall,20,0.25362976108317714,0.40281331684170085,10
MDHG,diginetica,unpopular,tron,TC-SACP-G,recall,30,0.29691248480068355,0.4157491547361546,10
MDHG,diginetica,unpopular,tron,TC-SACP-G,recall,40,0.3529609911597489,0.41493050586750824,10
MDHG,diginetica,unpopular,tron,TC-SACP-G,recall,50,0.46274606460941864,0.3731835826701836,10
MDHG,diginetica,unpopular,wearec,CREAT,mrr,10,0.00369407029739273,0.0017028132401330203,10
MDHG,diginetica,unpopular,wearec,CREAT,mrr,20,0.00587047702807977,0.0020103833331127923,10
MDHG,diginetica,unpopular,wearec,CREAT,mrr,30,0.00817794193401982,0.002275596665310086,10
MDHG,diginetica,unpopular,wearec,CREAT,mrr,40,0.010612949172471981,0.0024089514315168495,10
MDHG,diginetica,unpopular,wearec,CREAT,mrr,50,0.01273930884255838,0.002367837978785528,10
MDHG,diginetica,unpopular,wearec,CREAT,recall,10,0.01578428472838404,0.004492292630967022,10
MDHG,diginetica,unpopular,wearec,CREAT,recall,20,0.04947747214827955,0.012232459753092843,10
MDHG,diginetica,unpopular,wearec,CREAT,recall,30,0.10849682868316404,0.02365514925169302,10
MDHG,diginetica,unpopular,wearec,CREAT,recall,40,0.19477636465214102,0.033226029109296146,10
MDHG,diginetica,unpopular,wearec,CREAT,recall,50,0.29129613197936177,0.04104664143185844,10
MDHG,diginetica,unpopular,wearec,DPSBR,mrr,10,0.00353089836502036,0.0012704300361468584,10
MDHG,diginetica,unpopular,wearec,DPSBR,mrr,20,0.00543395882231048,0.001264434357587437,10
MDHG,diginetica,unpopular,wearec,DPSBR,mrr,30,0.00753822455705144,0.0012624464941282533,10
MDHG,diginetica,unpopular,wearec,DPSBR,mrr,40,0.01018516428373167,0.0015757453391653945,10
MDHG,diginetica,unpopular,wearec,DPSBR,mrr,50,0.013053701439380968,0.0019677772791288563,10
MDHG,diginetica,unpopular,wearec,DPSBR,recall,10,0.01348384764533827,0.0023285023164079295,10
MDHG,diginetica,unpopular,wearec,DPSBR,recall,20,0.042814420454171956,0.006451811895787867,10
MDHG,diginetica,unpopular,wearec,DPSBR,recall,30,0.09701436130007554,0.015897511172799018,10
MDHG,diginetica,unpopular,wearec,DPSBR,recall,40,0.19149166913142066,0.03510966928652849,10
MDHG,diginetica,unpopular,wearec,DPSBR,recall,50,0.32179335502316864,0.05418443207949668,10
MDHG,diginetica,unpopular,wearec,Poisoning-SSL,mrr,10,0.0072898379887189405,0.0026500119922250377,10
MDHG,diginetica,unpopular,wearec,Poisoning-SSL,mrr,20,0.00869716203508463,0.0027823808229303446,10
MDHG,diginetica,unpopular,wearec,Poisoning-SSL,mrr,30,0.00957100517020834,0.002846656381192965,10
MDHG,diginetica,unpopular,wearec,Poisoning-SSL,mrr,40,0.010256763177054071,0.0028900600883805575,10
MDHG,diginetica,unpopular,wearec,Poisoning-SSL,mrr,50,0.01081851597548108,0.0029405297347420744,10
MDHG,diginetica,unpopular,wearec,Poisoning-SSL,recall,10,0.02430576095172361,0.00590046937748928,10
MDHG,diginetica,unpopular,wearec,Poisoning-SSL,recall,20,0.04535311709224748,0.011472814604647458,10
MDHG,diginetica,unpopular,wearec,Poisoning-SSL,recall,30,0.06743074041210682,0.016822585981576592,10
MDHG,diginetica,unpopular,wearec,Poisoning-SSL,recall,40,0.09164941338854378,0.023308198942645842,10
MDHG,diginetica,unpopular,wearec,Poisoning-SSL,recall,50,0.11713332676065591,0.030035582756070683,10
MDHG,diginetica,unpopular,wearec,TC-SACP-C,mrr,10,0.00312061984520818,0.0012714840944496367,10
MDHG,diginetica,unpopular,wearec,TC-SACP-C,mrr,20,0.00524461512864589,0.0014059391866975974,10
MDHG,diginetica,unpopular,wearec,TC-SACP-C,mrr,30,0.007369307296822609,0.0016956243460242394,10
MDHG,diginetica,unpopular,wearec,TC-SACP-C,mrr,40,0.00996153966376882,0.0021947130294357746,10
MDHG,diginetica,unpopular,wearec,TC-SACP-C,mrr,50,0.012549742741159789,0.0026704090784737673,10
MDHG,diginetica,unpopular,wearec,TC-SACP-C,recall,10,0.014308718656544681,0.0027638023717440566,10
MDHG,diginetica,unpopular,wearec,TC-SACP-C,recall,20,0.04706529954977156,0.0077247138765047145,10
MDHG,diginetica,unpopular,wearec,TC-SACP-C,recall,30,0.10139998028196784,0.019160765313105697,10
MDHG,diginetica,unpopular,wearec,TC-SACP-C,recall,40,0.19371980676328499,0.03939908795929162,10
MDHG,diginetica,unpopular,wearec,TC-SACP-C,recall,50,0.3113937362384567,0.061716556303165054,10
MDHG,diginetica,unpopular,wearec,TC-SACP-G,mrr,10,0.009445794190692119,0.004014409703755842,10
MDHG,diginetica,unpopular,wearec,TC-SACP-G,mrr,20,0.01206287540254716,0.00421618438498504,10
MDHG,diginetica,unpopular,wearec,TC-SACP-G,mrr,30,0.014159841918019788,0.004272047592376834,10
MDHG,diginetica,unpopular,wearec,TC-SACP-G,mrr,40,0.01597118392392714,0.004262322644219364,10
MDHG,diginetica,unpopular,wearec,TC-SACP-G,mrr,50,0.01740685102830198,0.004208777261227782,10
MDHG,diginetica,unpopular,wearec,TC-SACP-G,recall,10,0.030319760754543318,0.008064976156880245,10
MDHG,diginetica,unpopular,wearec,TC-SACP-G,recall,20,0.07027670971770347,0.013296807395974846,10
MDHG,diginetica,unpopular,wearec,TC-SACP-G,recall,30,0.12359591179466951,0.02111161328086612,10
MDHG,diginetica,unpopular,wearec,TC-SACP-G,recall,40,0.18767130040421962,0.029862336451991038,10
MDHG,diginetica,unpopular,wearec,TC-SACP-G,recall,50,0.25265700483091785,0.03710368702086518,10
MDHG,yoochoose1_64,popular,freqrec,CREAT,mrr,10,0.00178598405144968,0.00036950202174051413,10
MDHG,yoochoose1_64,popular,freqrec,CREAT,mrr,20,0.00827035462242747,0.0011547261480207736,10
MDHG,yoochoose1_64,popular,freqrec,CREAT,mrr,30,0.0127628185147982,0.001320965278174832,10
MDHG,yoochoose1_64,popular,freqrec,CREAT,mrr,40,0.01562627826574469,0.0015862442241944652,10
MDHG,yoochoose1_64,popular,freqrec,CREAT,mrr,50,0.01781672919569673,0.0016443247410905248,10
MDHG,yoochoose1_64,popular,freqrec,CREAT,recall,10,0.01119181366059603,0.0026116170455762174,10
MDHG,yoochoose1_64,popular,freqrec,CREAT,recall,20,0.11190024687824247,0.015603240974950423,10
MDHG,yoochoose1_64,popular,freqrec,CREAT,recall,30,0.2245196608107624,0.021065081250931116,10
MDHG,yoochoose1_64,popular,freqrec,CREAT,recall,40,0.32559125550109125,0.03140949111818462,10
MDHG,yoochoose1_64,popular,freqrec,CREAT,recall,50,0.42475938316218825,0.03521427160107292,10
MDHG,yoochoose1_64,popular,freqrec,DPSBR,mrr,10,0.00162835141331686,0.0004098470156953049,10
MDHG,yoochoose1_64,popular,freqrec,DPSBR,mrr,20,0.00802056095736222,0.0022917461562248728,10
MDHG,yoochoose1_64,popular,freqrec,DPSBR,mrr,30,0.01341020333868476,0.002344073336946219,10
MDHG,yoochoose1_64,popular,freqrec,DPSBR,mrr,40,0.01646211672544694,0.0022961993947513736,10
MDHG,yoochoose1_64,popular,freqrec,DPSBR,mrr,50,0.018648812867695038,0.002255339838833321,10
MDHG,yoochoose1_64,popular,freqrec,DPSBR,recall,10,0.0101345307524419,0.002238230633247523,10
MDHG,yoochoose1_64,popular,freqrec,DPSBR,recall,20,0.11503810512004002,0.03332983527884182,10
MDHG,yoochoose1_64,popular,freqrec,DPSBR,recall,30,0.24849010698057175,0.03499627501465405,10
MDHG,yoochoose1_64,popular,freqrec,DPSBR,recall,40,0.35587856452824784,0.034775902047581415,10
MDHG,yoochoose1_64,popular,freqrec,DPSBR,recall,50,0.4547926580557443,0.04026191231640264,10
MDHG,yoochoose1_64,popular,freqrec,Poisoning-SSL,mrr,10,0.02470396121166249,0.01641695367221704,10
MDHG,yoochoose1_64,popular,freqrec,Poisoning-SSL,mrr,20,0.034490735147848915,0.01917587484985166,10
MDHG,yoochoose1_64,popular,freqrec,Poisoning-SSL,mrr,30,0.03924374833791271,0.019405730287736647,10
MDHG,yoochoose1_64,popular,freqrec,Poisoning-SSL,mrr,40,0.04169109332500745,0.019055381300540863,10
MDHG,yoochoose1_64,popular,freqrec,Poisoning-SSL,mrr,50,0.043258508628142664,0.018646368246322608,10
MDHG,yoochoose1_64,popular,freqrec,Poisoning-SSL,recall,10,0.12026190561379653,0.07898972706928685,10
MDHG,yoochoose1_64,popular,freqrec,Poisoning-SSL,recall,20,0.266043507817811,0.12640598632717182,10
MDHG,yoochoose1_64,popular,freqrec,Poisoning-SSL,recall,30,0.38426419549894447,0.13915252653031324,10
MDHG,yoochoose1_64,popular,freqrec,Poisoning-SSL,recall,40,0.4703280976063544,0.13329852255048788,10
MDHG,yoochoose1_64,popular,freqrec,Poisoning-SSL,recall,50,0.5411177501878421,0.12141751106059347,10
MDHG,yoochoose1_64,popular,freqrec,TC-SACP-C,mrr,10,0.00173409958160749,0.0005394144511245202,10
MDHG,yoochoose1_64,popular,freqrec,TC-SACP-C,mrr,20,0.009315687031459149,0.00260692262079521,10
MDHG,yoochoose1_64,popular,freqrec,TC-SACP-C,mrr,30,0.014280938994484899,0.0029959886670012327,10
MDHG,yoochoose1_64,popular,freqrec,TC-SACP-C,mrr,40,0.01738375736296753,0.0032457327397711175,10
MDHG,yoochoose1_64,popular,freqrec,TC-SACP-C,mrr,50,0.019852118494218397,0.0036189190430923274,10
MDHG,yoochoose1_64,popular,freqrec,TC-SACP-C,recall,10,0.01117034598733402,0.002693870659067571,10
MDHG,yoochoose1_64,popular,freqrec,TC-SACP-C,recall,20,0.13320333464524664,0.034102811726848405,10
MDHG,yoochoose1_64,popular,freqrec,TC-SACP-C,recall,30,0.2572972199363125,0.04407593358601128,10
MDHG,yoochoose1_64,popular,freqrec,TC-SACP-C,recall,40,0.36661776807756985,0.05314713559132055,10
MDHG,yoochoose1_64,popular,freqrec,TC-SACP-C,recall,50,0.4785144370102687,0.0718941528243188,10
MDHG,yoochoose1_64,popular,freqrec,TC-SACP-G,mrr,10,0.00522515429180244,0.002653957212020766,10
MDHG,yoochoose1_64,popular,freqrec,TC-SACP-G,mrr,20,0.01719958983586329,0.004370099899407012,10
MDHG,yoochoose1_64,popular,freqrec,TC-SACP-G,mrr,30,0.02582412596072467,0.004822081895177736,10
MDHG,yoochoose1_64,popular,freqrec,TC-SACP-G,mrr,40,0.030512093532502498,0.004355435094912203,10
MDHG,yoochoose1_64,popular,freqrec,TC-SACP-G,mrr,50,0.032809772091785774,0.003977254186562833,10
MDHG,yoochoose1_64,popular,freqrec,TC-SACP-G,recall,10,0.03365773372929259,0.016827915954051018,10
MDHG,yoochoose1_64,popular,freqrec,TC-SACP-G,recall,20,0.22366632079859744,0.041145928883248244,10
MDHG,yoochoose1_64,popular,freqrec,TC-SACP-G,recall,30,0.4393413002254105,0.05418248802797769,10
MDHG,yoochoose1_64,popular,freqrec,TC-SACP-G,recall,40,0.6029732727467888,0.04109560214758509,10
MDHG,yoochoose1_64,popular,freqrec,TC-SACP-G,recall,50,0.7062184693548964,0.022623449609917103,10
MDHG,yoochoose1_64,popular,mdhg,CREAT,mrr,10,0.6006487468387715,0.5135026729414746,10
MDHG,yoochoose1_64,popular,mdhg,CREAT,mrr,20,0.6039230698617988,0.5092788351673847,10
MDHG,yoochoose1_64,popular,mdhg,CREAT,mrr,30,0.6045680088950977,0.5084483601356174,10
MDHG,yoochoose1_64,popular,mdhg,CREAT,mrr,40,0.6057923814543911,0.5068694337020916,10
MDHG,yoochoose1_64,popular,mdhg,CREAT,mrr,50,0.606940234924224,0.5053878169319568,10
MDHG,yoochoose1_64,popular,mdhg,CREAT,recall,10,0.6080145980178182,0.5045897081110962,10
MDHG,yoochoose1_64,popular,mdhg,CREAT,recall,20,0.6542810118429998,0.444914019531408,10
MDHG,yoochoose1_64,popular,mdhg,CREAT,recall,30,0.6705964435221297,0.4239004396098919,10
MDHG,yoochoose1_64,popular,mdhg,CREAT,recall,40,0.7142259114816272,0.3677304517567678,10
MDHG,yoochoose1_64,popular,mdhg,CREAT,recall,50,0.7658502987584529,0.3010673741588339,10
MDHG,yoochoose1_64,popular,mdhg,DPSBR,mrr,10,0.2964486050839799,0.45728950802736135,10
MDHG,yoochoose1_64,popular,mdhg,DPSBR,mrr,20,0.30363064682552193,0.45233936357287496,10
MDHG,yoochoose1_64,popular,mdhg,DPSBR,mrr,30,0.3055271409587125,0.4510347378390301,10
MDHG,yoochoose1_64,popular,mdhg,DPSBR,mrr,40,0.3067100480140902,0.45021851952005365,10
MDHG,yoochoose1_64,popular,mdhg,DPSBR,mrr,50,0.30776221253281505,0.4494926018883934,10
MDHG,yoochoose1_64,popular,mdhg,DPSBR,recall,10,0.34816809188164155,0.4492538491907358,10
MDHG,yoochoose1_64,popular,mdhg,DPSBR,recall,20,0.4460105907188092,0.3817835765205187,10
MDHG,yoochoose1_64,popular,mdhg,DPSBR,recall,30,0.49319474757594184,0.3493381411905802,10
MDHG,yoochoose1_64,popular,mdhg,DPSBR,recall,40,0.534960105907188,0.32054655762275763,10
MDHG,yoochoose1_64,popular,mdhg,DPSBR,recall,50,0.5827775591255501,0.2877023569868127,10
MDHG,yoochoose1_64,popular,mdhg,Poisoning-SSL,mrr,10,0.4629221400714605,0.4707225599154882,10
MDHG,yoochoose1_64,popular,mdhg,Poisoning-SSL,mrr,20,0.46715569366824033,0.46656575609573964,10
MDHG,yoochoose1_64,popular,mdhg,Poisoning-SSL,mrr,30,0.4686891438196385,0.46496882488783847,10
MDHG,yoochoose1_64,popular,mdhg,Poisoning-SSL,mrr,40,0.469594439929342,0.46402337275882566,10
MDHG,yoochoose1_64,popular,mdhg,Poisoning-SSL,mrr,50,0.4703208551851475,0.4632567765300873,10
MDHG,yoochoose1_64,popular,mdhg,Poisoning-SSL,recall,10,0.5409138072918529,0.4795162871247417,10
MDHG,yoochoose1_64,popular,mdhg,Poisoning-SSL,recall,20,0.6026065333285627,0.4226805699427051,10
MDHG,yoochoose1_64,popular,mdhg,Poisoning-SSL,recall,30,0.6409048624279938,0.3829507268783219,10
MDHG,yoochoose1_64,popular,mdhg,Poisoning-SSL,recall,40,0.6726430283731082,0.34983081499535446,10
MDHG,yoochoose1_64,popular,mdhg,Poisoning-SSL,recall,50,0.7055511825110021,0.3163550273959266,10
MDHG,yoochoose1_64,popular,mdhg,TC-SACP-C,mrr,10,0.14734978237004487,0.21881326233030596,10
MDHG,yoochoose1_64,popular,mdhg,TC-SACP-C,mrr,20,0.15983650812786745,0.2145369387526511,10
MDHG,yoochoose1_64,popular,mdhg,TC-SACP-C,mrr,30,0.166156993467224,0.21118921458067816,10
MDHG,yoochoose1_64,popular,mdhg,TC-SACP-C,mrr,40,0.16792137268001686,0.21032712831071046,10
MDHG,yoochoose1_64,popular,mdhg,TC-SACP-C,mrr,50,0.16879697998983903,0.20999718973586007,10
MDHG,yoochoose1_64,popular,mdhg,TC-SACP-C,recall,10,0.2759150595727933,0.32965124574579063,10
MDHG,yoochoose1_64,popular,mdhg,TC-SACP-C,recall,20,0.46585745464954026,0.2616446219335906,10
MDHG,yoochoose1_64,popular,mdhg,TC-SACP-C,recall,30,0.6210955669254714,0.1789028924820697,10
MDHG,yoochoose1_64,popular,mdhg,TC-SACP-C,recall,40,0.6821245840638306,0.14846972610957815,10
MDHG,yoochoose1_64,popular,mdhg,TC-SACP-C,recall,50,0.7215374432001145,0.1336903184645491,10
MDHG,yoochoose1_64,popular,mdhg,TC-SACP-G,mrr,10,0.3599781468456992,0.40467418092933244,10
MDHG,yoochoose1_64,popular,mdhg,TC-SACP-G,mrr,20,0.37292477483834313,0.3948855488405572,10
MDHG,yoochoose1_64,popular,mdhg,TC-SACP-G,mrr,30,0.37579429790118757,0.3928741595435878,10
MDHG,yoochoose1_64,popular,mdhg,TC-SACP-G,mrr,40,0.3768275659244577,0.39210811760366154,10
MDHG,yoochoose1_64,popular,mdhg,TC-SACP-G,mrr,50,0.37731885723393604,0.3917605010033699,10
MDHG,yoochoose1_64,popular,mdhg,TC-SACP-G,recall,10,0.5299241475544741,0.35630230965328047,10
MDHG,yoochoose1_64,popular,mdhg,TC-SACP-G,recall,20,0.7161973594761888,0.21510978150507054,10
MDHG,yoochoose1_64,popular,mdhg,TC-SACP-G,recall,30,0.7863107803499231,0.1655721572949177,10
MDHG,yoochoose1_64,popular,mdhg,TC-SACP-G,recall,40,0.8222458764177609,0.1390227369701806,10
MDHG,yoochoose1_64,popular,mdhg,TC-SACP-G,recall,50,0.8443718916598089,0.12321327276389492,10
MDHG,yoochoose1_64,popular,miasrec,CREAT,mrr,10,0.05552111215041873,0.010515701987624915,10
MDHG,yoochoose1_64,popular,miasrec,CREAT,mrr,20,0.05757568121457148,0.009556271460768411,10
MDHG,yoochoose1_64,popular,miasrec,CREAT,mrr,30,0.05789047796604615,0.009401405973621539,10
MDHG,yoochoose1_64,popular,miasrec,CREAT,mrr,40,0.05806916417440496,0.009326968085339685,10
MDHG,yoochoose1_64,popular,miasrec,CREAT,mrr,50,0.058199883631356905,0.009281110122826525,10
MDHG,yoochoose1_64,popular,miasrec,CREAT,recall,10,0.245872839815378,0.029807887969209735,10
MDHG,yoochoose1_64,popular,miasrec,CREAT,recall,20,0.27230670149200326,0.02013464672206147,10
MDHG,yoochoose1_64,popular,miasrec,CREAT,recall,30,0.2802050162796522,0.020328929992481128,10
MDHG,yoochoose1_64,popular,miasrec,CREAT,recall,40,0.286462843035529,0.02366230590373228,10
MDHG,yoochoose1_64,popular,miasrec,CREAT,recall,50,0.2923592972914952,0.028912140729101674,10
MDHG,yoochoose1_64,popular,miasrec,DPSBR,mrr,10,0.02751947992573729,0.011438652962654878,10
MDHG,yoochoose1_64,popular,miasrec,DPSBR,mrr,20,0.04226849390930569,0.012830436510864034,10
MDHG,yoochoose1_64,popular,miasrec,DPSBR,mrr,30,0.04773472166404826,0.012987570300764965,10
MDHG,yoochoose1_64,popular,miasrec,DPSBR,mrr,40,0.05047720821675539,0.01277357715329991,10
MDHG,yoochoose1_64,popular,miasrec,DPSBR,mrr,50,0.052162257098579023,0.012465001979844861,10
MDHG,yoochoose1_64,popular,miasrec,DPSBR,recall,10,0.15309313392250162,0.06098890486442005,10
MDHG,yoochoose1_64,popular,miasrec,DPSBR,recall,20,0.3690972843393323,0.08066669695962764,10
MDHG,yoochoose1_64,popular,miasrec,DPSBR,recall,30,0.5044008730187126,0.08493470030799573,10
MDHG,yoochoose1_64,popular,miasrec,DPSBR,recall,40,0.6007012773265591,0.07933919781026849,10
MDHG,yoochoose1_64,popular,miasrec,DPSBR,recall,50,0.6767737665032738,0.06638278581294906,10
MDHG,yoochoose1_64,popular,miasrec,Poisoning-SSL,mrr,10,0.051745999800089135,0.025480638087249426,10
MDHG,yoochoose1_64,popular,miasrec,Poisoning-SSL,mrr,20,0.06250172148928491,0.02646058778518786,10
MDHG,yoochoose1_64,popular,miasrec,Poisoning-SSL,mrr,30,0.06691765865008856,0.026637737065508788,10
MDHG,yoochoose1_64,popular,miasrec,Poisoning-SSL,mrr,40,0.06940580545340011,0.026448744532695606,10
MDHG,yoochoose1_64,popular,miasrec,Poisoning-SSL,mrr,50,0.07094158930998781,0.02621813675047108,10
MDHG,yoochoose1_64,popular,miasrec,Poisoning-SSL,recall,10,0.19200865862821564,0.0835466477621791,10
MDHG,yoochoose1_64,popular,miasrec,Poisoning-SSL,recall,20,0.35073168986368025,0.10946377716869585,10
MDHG,yoochoose1_64,popular,miasrec,Poisoning-SSL,recall,30,0.4608751654799814,0.11971023050810616,10
MDHG,yoochoose1_64,popular,miasrec,Poisoning-SSL,recall,40,0.5481215785895739,0.1196910252302776,10
MDHG,yoochoose1_64,popular,miasrec,Poisoning-SSL,recall,50,0.6175176213818026,0.11946861640848291,10
MDHG,yoochoose1_64,popular,miasrec,TC-SACP-C,mrr,10,0.03242813866753806,0.007109771574897026,10
MDHG,yoochoose1_64,popular,miasrec,TC-SACP-C,mrr,20,0.04958654221554532,0.008492828965074467,10
MDHG,yoochoose1_64,popular,miasrec,TC-SACP-C,mrr,30,0.05545963296271304,0.008714288714990233,10
MDHG,yoochoose1_64,popular,miasrec,TC-SACP-C,mrr,40,0.058270421800541726,0.008820342566980008,10
MDHG,yoochoose1_64,popular,miasrec,TC-SACP-C,mrr,50,0.060007115811553026,0.008801177538568865,10
MDHG,yoochoose1_64,popular,miasrec,TC-SACP-C,recall,10,0.18207807077176283,0.03620739839866794,10
MDHG,yoochoose1_64,popular,miasrec,TC-SACP-C,recall,20,0.4319224301406132,0.06713027788806247,10
MDHG,yoochoose1_64,popular,miasrec,TC-SACP-C,recall,30,0.5771548177036745,0.080257450702013,10
MDHG,yoochoose1_64,popular,miasrec,TC-SACP-C,recall,40,0.6757969873698523,0.08945124649833273,10
MDHG,yoochoose1_64,popular,miasrec,TC-SACP-C,recall,50,0.754170095531146,0.09228915349211307,10
MDHG,yoochoose1_64,popular,miasrec,TC-SACP-G,mrr,10,0.05258427907520902,0.014107008817114068,10
MDHG,yoochoose1_64,popular,miasrec,TC-SACP-G,mrr,20,0.06251326690243755,0.014342687621748292,10
MDHG,yoochoose1_64,popular,miasrec,TC-SACP-G,mrr,30,0.06531339869833593,0.014657709711853357,10
MDHG,yoochoose1_64,popular,miasrec,TC-SACP-G,mrr,40,0.06668757733431699,0.01482407060043052,10
